accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
0.8883720930232558,0.02156655464068768,0.8548611091114114,0.027822739270725035,0.8449177905427906,0.034863034803069716,0.8486214197829787,0.029556424654791014
